datetime,temperature,humidity
2024-12-21 17:21:14,22.44,90
2024-12-21 17:26:50,22.28,90
2024-12-21 17:28:10,22.28,90
2024-12-21 17:32:27,22.28,91
2024-12-21 17:41:08,22.28,90
